Release date,Estimated owners,Peak CCU,Metacritic score,User score,Positive,Negative,Genres
"Oct 4, 2018",0 - 20000,0,0,0,0,0,"Action,Indie"
"Sep 8, 2016",0 - 20000,0,0,0,12,5,"Action,Adventure,Casual,Indie"
"May 8, 2018",0 - 20000,0,0,0,10,0,Action
"Feb 18, 2021",100000 - 200000,29,0,0,2694,156,"Adventure,Casual,Indie,RPG,Simulation"
"May 7, 2018",0 - 20000,0,0,0,19,4,"Action,Indie"
"Feb 24, 2021",0 - 20000,0,0,0,21,15,"Action,Adventure,Casual,Indie"
"Dec 11, 2014",20000 - 50000,0,0,0,130,21,"Action,Casual,Indie"
"Apr 24, 2019",0 - 20000,0,0,0,31,14,"Adventure,Casual,Indie"
"Jun 17, 2022",0 - 20000,2,0,0,27,0,"Casual,Simulation,Sports"
"Nov 2, 2021",0 - 0,0,0,0,0,0,"Action,Free to Play,Simulation,Strategy"
"Oct 14, 2019",0 - 20000,0,0,0,1,3,"Action,Simulation"
"May 19, 2021",20000 - 50000,11,0,0,888,186,"Action,Indie"
"Dec 12, 2014",100000 - 200000,0,0,0,682,74,"Casual,Indie"
"Nov 16, 2018",20000 - 50000,0,0,0,546,14,"Action,Adventure,Indie"
"Feb 14, 2021",0 - 20000,0,0,0,4,3,"Action,Adventure,Casual,Free to Play,Indie,Early Access"
"Nov 8, 2019",0 - 20000,0,0,0,5,1,"Adventure,Indie,Simulation,Strategy"
"Apr 27, 2018",20000 - 50000,7,0,0,141,33,"Indie,RPG,Strategy"
"Jul 31, 2020",0 - 20000,0,0,0,0,0,Action
"Oct 11, 2017",20000 - 50000,6,0,0,838,111,"Adventure,Casual,Free to Play,Indie"
"Aug 3, 2020",20000 - 50000,4,74,0,216,95,"Action,Adventure,Indie"
"Nov 20, 2020",0 - 20000,1,0,0,24,2,"Action,Adventure,Indie"
"Dec 8, 2015",20000 - 50000,0,0,0,32,17,"Action,Adventure,Indie"
"Mar 14, 2018",200000 - 500000,0,0,0,576,229,"Action,Free to Play,Indie,Strategy,Early Access"
"Jun 30, 2018",100000 - 200000,1,0,0,962,182,"Adventure,Casual,Free to Play,Indie"
"Jun 27, 2019",0 - 20000,0,0,0,2,0,Indie
"Feb 6, 2020",0 - 20000,0,0,0,2,0,Indie
"Jan 5, 2021",0 - 20000,0,0,0,0,7,"Action,Adventure,Simulation,Sports"
"Dec 7, 2021",0 - 20000,2,0,0,12,7,"Action,Adventure,Casual,Indie"
"Apr 13, 2018",50000 - 100000,0,0,0,1,1,"Action,Adventure,Casual,Indie"
"Nov 26, 2019",0 - 20000,0,0,0,2,0,"Action,Adventure,Indie"
"Jul 11, 2016",100000 - 200000,3,0,0,2761,425,"Adventure,Indie"
"Sep 13, 2018",0 - 20000,1,0,0,0,5,Design & Illustration
"Feb 8, 2018",20000 - 50000,1,0,0,283,49,"Adventure,Indie"
"Mar 19, 2021",0 - 20000,1,0,0,24,2,"RPG,Strategy"
"Feb 8, 2019",0 - 20000,0,0,0,8,6,"Simulation,Strategy,Early Access"
"Apr 4, 2018",0 - 20000,0,0,0,43,15,"Simulation,Strategy"
"Nov 5, 2015",20000 - 50000,0,0,0,29,31,"Indie,Racing,Sports"
"Jun 20, 2022",0 - 20000,0,0,0,0,1,"Action,Adventure,Indie"
"Mar 4, 2016",100000 - 200000,5,0,0,287,36,"Adventure,Indie"
"Jul 17, 2018",0 - 20000,0,0,0,0,1,"Adventure,Casual,Indie,Simulation,Sports,Strategy"
"Mar 5, 2022",0 - 20000,0,0,0,4,0,"Adventure,Casual,Indie"
"Dec 28, 2018",0 - 20000,0,0,0,6,6,"Action,Indie,Sports"
"Jun 3, 2014",50000 - 100000,2,80,0,561,122,"Action,Adventure,Indie"
"Nov 20, 2021",0 - 20000,2,0,0,6,0,"Casual,Indie,Simulation"
"Feb 27, 2015",20000 - 50000,1,0,0,82,30,"Adventure,Casual,Indie,RPG"
"Mar 11, 2016",20000 - 50000,0,0,0,26,16,"Action,Casual,Indie"
"Jul 7, 2022",0 - 20000,0,0,0,0,0,"Action,Adventure,Indie"
"Apr 16, 2008",200000 - 500000,158,80,0,1871,107,Racing
"Sep 21, 2021",20000 - 50000,8,0,0,222,87,"Action,Adventure,Indie,Early Access"
"Jun 10, 2022",0 - 20000,0,0,0,0,1,"Action,RPG"
"Nov 22, 2017",0 - 20000,0,0,0,4,0,"Design & Illustration,Utilities"
"Oct 25, 2019",0 - 20000,0,0,0,0,0,"Adventure,Indie,RPG"
"Dec 29, 2020",0 - 20000,0,0,0,6,0,"Adventure,Indie,Strategy"
"Sep 1, 2020",0 - 20000,0,0,0,21,13,"Casual,Free to Play,Massively Multiplayer,RPG,Simulation,Strategy"
"Aug 31, 2018",0 - 20000,1,0,0,35,5,"Adventure,Free to Play,Indie"
"May 22, 2018",20000 - 50000,0,0,0,8,7,Action
"Jan 23, 2020",0 - 20000,0,0,0,0,0,"Casual,Indie"
"Oct 15, 2019",0 - 20000,0,0,0,37,27,"Action,Adventure,Casual,Indie,RPG"
"Sep 24, 2021",0 - 20000,14,0,0,0,0,"Adventure,Indie"
"Jun 20, 2022",0 - 20000,0,0,0,0,0,"Action,Casual,Indie"
"Jan 19, 2017",20000 - 50000,17,0,0,22,21,"Adventure,Indie"
"Apr 4, 2017",0 - 20000,0,0,0,161,29,"Action,Indie"
"Jan 21, 2015",20000 - 50000,0,0,0,95,32,"Indie,RPG,Strategy"
"Jul 14, 2021",0 - 20000,0,0,0,1,1,"Action,Adventure,Casual,Indie,Racing,RPG"
"Oct 8, 2021",0 - 20000,0,0,0,0,0,"Casual,Indie,Simulation"
"May 4, 2019",0 - 20000,0,0,0,2,0,"Action,Casual,Indie"
"Jun 18, 2021",0 - 20000,0,0,0,56,4,"Casual,Indie,Simulation,Early Access"
"Feb 28, 2018",0 - 20000,0,0,0,4,1,Indie
"Dec 4, 2021",0 - 20000,0,0,0,1,0,"Casual,Indie"
"Oct 31, 2019",0 - 20000,0,0,0,19,0,"Casual,Indie"
"Apr 22, 2022",0 - 20000,0,0,0,1,0,"Action,Indie"
"Feb 2, 2022",0 - 20000,0,0,0,2,0,"Action,Adventure,Casual,Indie,RPG"
"Sep 25, 2019",0 - 20000,0,0,0,7,8,"Action,Indie,Early Access"
"Jan 3, 2022",0 - 20000,0,0,0,0,0,"Action,Adventure,Casual,RPG"
"Jul 25, 2018",20000 - 50000,1,65,0,236,66,Action
"Jul 1, 2020",0 - 20000,0,0,0,2,1,Strategy
"Apr 1, 2022",0 - 20000,0,0,0,0,0,"Action,Adventure,Indie"
"Oct 19, 2016",0 - 20000,0,0,0,0,0,"Action,Casual"
"Jul 30, 2019",0 - 20000,0,0,0,2,0,Strategy
"May 16, 2022",0 - 20000,16,0,0,30,7,"Adventure,Indie,RPG,Strategy,Early Access"
"Apr 8, 2020",20000 - 50000,0,0,0,4,0,"Casual,Indie"
"Aug 11, 2017",20000 - 50000,0,0,0,1,1,"Casual,Indie,Strategy"
"Feb 13, 2020",0 - 20000,2,0,0,0,0,"Indie,Early Access"
"Apr 17, 2022",0 - 0,0,0,0,0,0,"Action,Adventure,Free to Play,Indie,Massively Multiplayer,Early Access"
"Jul 18, 2017",20000 - 50000,0,0,0,5,1,"Casual,Indie"
"Jul 31, 2017",0 - 20000,0,0,0,3,2,"Indie,Racing"
"Jul 4, 2018",0 - 20000,0,0,0,3,10,"Casual,Indie,Racing,Simulation,Sports"
"Jun 15, 2018",0 - 20000,0,0,0,5,5,"Adventure,Casual"
"Jan 11, 2016",20000 - 50000,0,0,0,46,61,"Action,Adventure,Casual,Indie,RPG,Simulation,Strategy,Early Access"
"Dec 12, 2018",0 - 20000,0,0,0,2,0,"Action,Casual,Indie,Racing,Sports,Strategy,Early Access"
"Aug 8, 2017",0 - 20000,0,0,0,0,0,"Casual,Indie"
"Mar 14, 2017",0 - 20000,0,0,0,9,3,"Casual,Indie,Strategy"
"Aug 27, 2021",0 - 20000,6,74,0,292,37,"Action,Adventure,Indie"
"Dec 4, 2020",0 - 20000,0,0,0,70,7,"Casual,Indie"
"Oct 26, 2016",0 - 20000,2,0,0,3,0,"Adventure,Casual"
"Sep 8, 2020",0 - 20000,0,0,0,46,20,"Adventure,Indie"
"Jun 24, 2020",0 - 20000,0,0,0,5,3,"Action,Casual,Early Access"
"Aug 3, 2018",0 - 0,0,0,0,0,0,"Action,Casual,Free to Play,Indie"
"Mar 12, 2020",0 - 20000,0,0,0,7,2,"Action,Indie,RPG"
"Aug 10, 2016",50000 - 100000,2,0,0,224,57,"Action,Indie"
"Jul 4, 2021",0 - 20000,0,0,0,10,1,"Action,Casual"
"Jul 5, 2016",200000 - 500000,168,0,0,2551,562,"Adventure,Casual,Free to Play,Indie,Massively Multiplayer,RPG,Strategy"
"Jan 17, 2021",0 - 20000,0,0,0,27,0,"Casual,Indie"
"Apr 16, 2021",0 - 20000,6,0,0,183,29,"Indie,Strategy"
"Oct 31, 2019",0 - 20000,0,0,0,29,17,"Indie,RPG,Strategy"
"Feb 24, 2022",0 - 20000,1,0,0,5,0,"Action,Adventure,Indie,Simulation"
"Sep 6, 2019",0 - 20000,2,0,0,118,37,"Indie,RPG,Strategy"
"Dec 5, 2019",0 - 20000,0,0,0,0,1,"Action,Casual,Indie,Early Access"
"Nov 14, 2020",0 - 20000,0,0,0,1,0,"Action,Casual,Indie"
"Aug 1, 2018",0 - 20000,0,0,0,3,2,"Action,Indie"
"Apr 6, 2020",0 - 20000,0,0,0,3,0,"Action,Casual,Indie"
"Nov 1, 2016",0 - 20000,0,0,0,5,6,"Indie,Strategy"
"Oct 19, 2021",200000 - 500000,941,0,0,6967,475,"Adventure,Casual,Indie,Simulation"
"Apr 24, 2018",20000 - 50000,0,0,0,2,2,"Action,RPG,Strategy"
"Feb 9, 2022",0 - 20000,0,0,0,11,3,"Indie,Strategy"
"Jul 23, 2019",0 - 20000,2,0,0,90,109,"Casual,Simulation,Strategy,Early Access"
"Dec 30, 2021",0 - 20000,0,0,0,0,1,"Action,Adventure"
"Sep 15, 2020",0 - 20000,0,0,0,5,0,"Indie,Strategy"
"Aug 1, 2019",0 - 20000,0,0,0,1,1,"Action,Massively Multiplayer"
"Mar 13, 2019",0 - 20000,0,0,0,26,2,"Casual,Indie"
"Dec 3, 2021",100000 - 200000,0,0,0,1,0,"Indie,RPG,Strategy"
"Dec 13, 2019",0 - 20000,0,0,0,68,10,"Adventure,Casual,Indie,Simulation,Strategy"
"Apr 21, 2017",50000 - 100000,0,0,0,13,7,"Adventure,Casual,Indie,RPG"
"Dec 31, 2021",0 - 0,0,0,0,0,0,"Casual,Free to Play,Massively Multiplayer,RPG,Strategy"
"Jul 16, 2020",0 - 20000,0,0,0,0,1,"Casual,Indie,Strategy"
"Apr 29, 2016",0 - 20000,6,0,0,159,18,Strategy
"Sep 28, 2021",20000 - 50000,0,0,0,3,1,"Action,Adventure,Casual,Indie"
"May 10, 2019",0 - 20000,0,0,0,1,4,"Action,Adventure,Indie"
"Dec 21, 2017",0 - 20000,0,0,0,4,32,"Casual,Indie,Simulation,Strategy"
"Jan 26, 2011",0 - 20000,0,0,0,8,0,
"Jul 25, 2019",2000000 - 5000000,125,69,0,4874,5694,Action
"Mar 2, 2015",0 - 20000,0,0,0,11,17,"Action,Adventure,Casual,Indie"
"Oct 4, 2021",0 - 0,0,0,0,0,0,"Action,Free to Play,Indie"
"Jun 10, 2022",0 - 20000,0,0,0,4,0,"Action,Indie"
"Nov 17, 2020",0 - 0,0,0,0,0,0,
"Oct 12, 2021",1000000 - 2000000,2411,77,0,24344,13661,Action
Jun 2009,0 - 20000,2,0,0,62,10,Simulation
"Mar 25, 2019",0 - 20000,0,0,0,2,6,"Simulation,Sports"
"Aug 17, 2019",200000 - 500000,8,0,0,952,344,"Action,Free to Play,Early Access"
"Nov 2, 2017",50000 - 100000,0,0,0,92,41,"Casual,Indie"
"Aug 6, 2020",0 - 20000,0,0,0,0,0,"Casual,Indie"
"Jun 3, 2022",0 - 0,0,0,0,0,0,"Action,Casual,Indie"
"Sep 3, 2021",0 - 20000,0,0,0,14,1,"Action,Adventure,Casual,Indie"
"Aug 23, 2016",500000 - 1000000,285,79,0,7327,1400,"Action,Strategy"
"Apr 24, 2018",0 - 20000,0,0,0,221,4,
"Nov 2, 2020",20000 - 50000,0,0,0,13,3,"Action,Adventure,Indie"
"Feb 16, 2021",0 - 20000,0,67,0,44,3,"Action,Indie,Racing"
"Nov 15, 2019",0 - 20000,0,0,0,1,0,"Action,Indie"
"Oct 25, 2017",0 - 20000,0,0,0,3,9,"Action,Adventure,RPG"
"Feb 27, 2020",0 - 20000,0,0,0,32,3,"Action,Adventure,Casual,Indie,RPG"
"Sep 20, 2018",0 - 20000,0,0,0,13,7,"Action,Adventure,Indie"
"Oct 25, 2019",0 - 20000,0,0,0,57,14,Indie
"Jun 19, 2020",0 - 20000,2,0,0,41,2,"Casual,Indie,RPG,Simulation"
"Dec 14, 2021",0 - 20000,1,0,0,125,15,
"Sep 15, 2021",0 - 0,0,0,0,0,0,
"Mar 15, 2011",2000000 - 5000000,2522,90,0,22620,2332,Strategy
"Jan 2, 2018",0 - 20000,0,0,0,6,5,"Action,Massively Multiplayer,Strategy"
"May 25, 2017",0 - 20000,0,0,0,3,2,"Action,Indie,Strategy"
"Mar 6, 2019",0 - 20000,0,0,0,1,4,"Action,Casual,Indie"
"Jun 24, 2010",100000 - 200000,5,63,0,157,64,"Simulation,Strategy"
"Jul 25, 2014",500000 - 1000000,2,39,0,3768,2215,"Adventure,Free to Play,Indie"
"May 17, 2018",20000 - 50000,0,0,0,212,35,"Action,Adventure,Simulation"
"Jan 8, 2021",0 - 20000,0,0,0,3,2,"Action,Casual,Indie,Early Access"
"Nov 27, 2020",0 - 0,0,0,0,0,0,
"Oct 30, 2020",0 - 20000,0,0,0,9,0,"Indie,Simulation"
"Jul 25, 2019",500000 - 1000000,204,0,0,7637,492,"Adventure,Casual,Indie,Simulation,Strategy"
"Nov 30, 2018",0 - 20000,0,0,0,5,0,"Action,Indie"
"Feb 1, 2022",0 - 20000,0,0,0,0,0,"Action,Casual,Indie,Racing"
"May 28, 2018",20000 - 50000,0,0,0,296,99,"Action,Indie"
"Jan 2, 2017",0 - 20000,0,0,0,2,3,"Casual,Indie,Simulation"
"Nov 1, 2004",10000000 - 20000000,213,0,0,9737,1051,Action
"Nov 13, 2020",0 - 20000,0,0,0,22,2,"Action,Adventure,Indie,Massively Multiplayer,RPG,Early Access"
"Mar 11, 2022",20000 - 50000,10,0,0,1584,123,"Action,Adventure,Indie"
"Feb 25, 2021",0 - 0,0,0,0,0,0,
"Mar 7, 2020",0 - 20000,0,0,0,3,0,"Action,Indie"
"Jun 7, 2022",0 - 0,0,0,0,0,0,"Simulation,Strategy,Early Access"
"Jan 26, 2016",50000 - 100000,0,0,0,29,47,"Casual,Indie,RPG,Simulation"
"Apr 13, 2022",0 - 0,0,0,0,0,0,"Casual,Free to Play,Indie,Strategy"
"May 3, 2018",0 - 20000,0,0,0,26,1,"Casual,Indie,Simulation"
"Jan 10, 2020",0 - 20000,1,0,0,18,15,"Casual,Indie"
"Jul 24, 2022",0 - 20000,0,0,0,1,2,"Adventure,Massively Multiplayer,RPG,Early Access"
"Nov 7, 2017",20000 - 50000,0,0,0,10,7,"Action,Adventure,Racing"
"Mar 28, 2020",0 - 20000,0,0,0,0,1,"Action,Adventure,Casual,Indie"
"Jul 20, 2018",0 - 20000,0,0,0,12,0,Indie
"Oct 20, 2018",0 - 20000,0,0,0,0,0,"Casual,Indie"
"Jan 14, 2020",0 - 20000,0,0,0,20,9,"Adventure,Indie"
"Nov 8, 2013",20000 - 50000,0,0,0,172,51,"Action,Indie,Strategy"
"Feb 21, 2017",0 - 20000,0,0,0,21,8,"Violent,Action"
"Jun 21, 2021",50000 - 100000,22,0,0,808,293,"Action,Indie,Simulation,Strategy,Early Access"
"Feb 23, 2018",100000 - 200000,1,0,0,220,135,"Casual,Free to Play,Indie,Simulation,Strategy"
"Jul 19, 2019",0 - 20000,0,0,0,18,0,"Action,Indie"
"Sep 27, 2018",100000 - 200000,10,82,0,2606,119,"Adventure,Indie"
"Dec 27, 2020",0 - 20000,0,0,0,2,0,Casual
"May 23, 2018",100000 - 200000,12,0,0,3936,101,"Adventure,Casual,Indie,RPG"
"Aug 31, 2021",0 - 0,0,0,0,0,0,"Action,Casual,Free to Play,Indie"
"Oct 2, 2021",0 - 20000,0,0,0,1,3,Action
"Jun 28, 2018",0 - 20000,0,0,0,8,12,"Action,Adventure,Indie"
"Dec 1, 2016",200000 - 500000,2,61,0,1318,472,RPG
"May 27, 2021",20000 - 50000,0,0,0,2,0,"Action,Casual,Indie"
"Oct 16, 2018",0 - 20000,0,0,0,21,9,"Action,Indie,Massively Multiplayer"
"May 13, 2022",0 - 0,0,0,0,0,0,"Action,Free to Play,Indie,Early Access"
"Oct 28, 2021",0 - 20000,1,0,0,142,40,"Indie,Simulation"
"May 20, 2021",0 - 20000,0,0,0,36,1,"Action,Indie"
"Dec 28, 2020",0 - 20000,0,0,0,1,0,"Adventure,Casual,Simulation"
"May 21, 2018",0 - 20000,0,0,0,12,2,Casual
"May 18, 2022",0 - 20000,1,0,0,4,0,"Indie,RPG,Strategy"
"Aug 30, 2021",0 - 20000,0,0,0,9,1,"Action,Adventure,Indie"
"Oct 28, 2016",0 - 20000,0,0,0,21,5,"Action,Indie"
"Sep 4, 2018",0 - 20000,0,0,0,7,12,"Indie,Simulation,Strategy,Early Access"
"Oct 7, 2013",50000 - 100000,0,0,0,148,77,"Action,Indie,RPG,Simulation"
"Aug 11, 2015",0 - 20000,0,0,0,28,7,"Casual,Indie,Simulation"
"Aug 7, 2019",0 - 20000,1,0,0,187,9,"Casual,Indie"
"Nov 20, 2020",0 - 20000,0,0,0,6,0,Indie
"Dec 11, 2019",0 - 20000,0,0,0,4,1,"Casual,Indie"
"Aug 9, 2019",0 - 20000,0,0,0,2,1,"Indie,Simulation,Strategy,Early Access"
"Nov 6, 2020",20000 - 50000,1,0,0,158,3,"Adventure,Casual,Indie,RPG"
"Jan 16, 2012",50000 - 100000,0,70,0,327,93,"Action,Indie,Simulation"
"May 22, 2018",20000 - 50000,0,0,0,113,13,"Action,Strategy"
"Oct 21, 2019",0 - 20000,0,0,0,18,5,"Action,Adventure,Indie,RPG,Early Access"
"Jan 31, 2022",0 - 20000,0,0,0,12,1,"Adventure,Indie"
"Sep 14, 2021",0 - 20000,1,0,0,38,2,"Action,Casual,Indie"
"Jul 15, 2014",0 - 20000,0,0,0,11,11,"Adventure,Casual"
"Aug 3, 2021",0 - 0,0,0,0,0,0,
"Jan 14, 2021",0 - 20000,0,0,0,20,5,"Action,Adventure,Indie"
"Feb 25, 2020",0 - 20000,0,0,0,7,4,"Action,Casual,Free to Play"
"Jan 31, 2014",200000 - 500000,1,0,0,510,1207,Action
"May 1, 2021",0 - 20000,1,0,0,0,0,Casual
"Aug 6, 2013",200000 - 500000,0,75,0,869,264,"Action,Adventure,Casual,Indie"
"Nov 14, 2021",0 - 20000,1,0,0,64,12,"Action,Free to Play,Indie,Strategy,Early Access"
"Sep 25, 2015",0 - 20000,0,0,0,58,24,"Casual,Indie,Simulation"
"Nov 14, 2018",0 - 20000,0,0,0,11,1,Strategy
"Mar 10, 2021",0 - 20000,0,0,0,2,2,"Adventure,Indie"
"Sep 5, 2021",0 - 20000,0,0,0,4,5,"Action,Casual,Indie"
"Jan 4, 2018",0 - 20000,0,0,0,0,0,"Action,Casual,Indie,Simulation,Strategy"
"Jul 27, 2021",0 - 20000,2,0,0,11,1,"Casual,Indie"
"Mar 18, 2022",0 - 20000,0,0,0,5,1,"Casual,Simulation,Strategy"
"Jan 25, 2022",0 - 20000,0,0,0,10,8,"Casual,Indie"
"Mar 20, 2018",0 - 20000,0,0,0,1,6,Video Production
"Jan 27, 2021",50000 - 100000,38,0,0,1758,308,"Action,Adventure,Indie,RPG"
"Mar 27, 2021",500000 - 1000000,14,0,0,4678,321,"Action,Indie"
"May 28, 2021",0 - 20000,0,0,0,17,0,"RPG,Simulation,Early Access"
"May 13, 2019",0 - 20000,0,0,0,0,0,"Casual,Simulation"
"Jul 28, 2015",200000 - 500000,20,0,0,2257,265,Adventure
"Feb 25, 2021",0 - 20000,0,0,0,1,0,"Action,Casual"
"Aug 23, 2019",0 - 20000,0,0,0,9,7,"Action,Indie,Strategy"
"Nov 25, 2019",0 - 20000,0,0,0,1,0,"Action,Adventure,Casual,Indie"
"Sep 12, 2018",0 - 20000,5,0,0,19,0,"Adventure,Casual,Indie,RPG,Simulation,Strategy"
"Jun 4, 2019",100000 - 200000,15,0,0,2449,207,"Action,Adventure,Indie"
"Sep 23, 2016",20000 - 50000,0,0,0,148,58,"Action,Indie,Simulation,Sports"
"Oct 23, 2015",0 - 20000,0,0,0,18,3,"Simulation,Sports"
"Mar 10, 2021",50000 - 100000,7,0,0,300,12,"Adventure,Free to Play,Indie,RPG"
"Dec 30, 2021",0 - 20000,7,0,0,162,21,"Adventure,Casual,Indie,RPG"
"Jul 11, 2022",0 - 0,0,0,0,0,0,
"Mar 19, 2020",0 - 20000,0,0,0,5,5,"Action,Adventure,Indie,Early Access"
"Feb 29, 2016",100000 - 200000,0,0,0,74,88,"Action,Indie,RPG,Early Access"
"Dec 18, 2020",20000 - 50000,0,0,0,7,5,"Action,Free to Play,Indie,RPG"
"Jan 18, 2021",20000 - 50000,0,0,0,17,0,"Casual,Free to Play,Simulation,Sports"
"Dec 26, 2019",20000 - 50000,0,0,0,1,1,"Action,Adventure,Casual,Indie,RPG"
"Oct 14, 2013",100000 - 200000,10,0,0,310,57,"Indie,Strategy"
"May 22, 2014",50000 - 100000,0,0,0,154,132,"Action,Adventure,Strategy"
"Mar 2, 2021",50000 - 100000,0,0,0,7,1,"Action,Free to Play,Indie,Racing"
"Jan 21, 2022",0 - 0,0,0,0,0,0,"Action,Adventure,Casual,Free to Play,Indie"
"Aug 22, 2019",0 - 20000,0,0,0,4,2,"Adventure,Casual,Indie,Strategy,Early Access"
"Feb 17, 2021",0 - 20000,1,0,0,5,1,"Adventure,Casual,Indie,Strategy"
"Sep 19, 2014",0 - 20000,0,0,0,105,6,Adventure
"Aug 9, 2021",0 - 20000,1,0,0,122,10,Casual
"Feb 15, 2016",20000 - 50000,2,0,0,173,59,"Action,Casual,Indie,Simulation,Strategy"
"Jul 6, 2018",0 - 20000,0,0,0,3,6,"Violent,Gore,Action"
"Apr 13, 2022",0 - 20000,0,0,0,1,0,"Action,Indie"
"Apr 14, 2019",0 - 20000,0,0,0,0,0,Indie
"May 1, 2014",0 - 20000,0,0,0,45,24,"Action,Indie,Strategy"
"Dec 18, 2021",0 - 20000,0,0,0,3,0,"Adventure,Casual,Indie,RPG"
"Apr 17, 2015",0 - 20000,0,0,0,43,26,"Action,Adventure"
"Mar 6, 2021",0 - 20000,0,0,0,3,5,Indie
"Dec 31, 2019",0 - 20000,1,0,0,1,4,"Action,Adventure,Indie"
"May 27, 2021",0 - 20000,0,0,0,6,4,"Casual,Indie"
"Sep 24, 2020",20000 - 50000,0,0,0,9,1,"Indie,Simulation,Strategy"
"May 6, 2016",0 - 20000,0,0,0,31,23,"Casual,Indie"
"Nov 30, 2021",0 - 20000,0,0,0,20,3,"Action,Indie,RPG"
"Apr 15, 2022",100000 - 200000,420,0,0,3154,110,"Action,Casual,Indie,Simulation,Strategy"
"Mar 2, 2021",0 - 20000,0,0,0,0,6,Strategy
"Sep 9, 2021",20000 - 50000,0,0,0,39,4,"Action,Adventure,Indie,RPG"
"Sep 11, 2020",0 - 20000,0,0,0,2,0,"Action,Casual,Indie"
"Aug 29, 2019",0 - 20000,0,0,0,39,15,"Casual,Indie"
"May 7, 2019",0 - 20000,0,0,0,24,6,"Action,Casual,Free to Play,Indie,Simulation,Sports"
"Sep 1, 2021",0 - 0,0,0,0,0,0,
"Oct 30, 2017",0 - 20000,0,0,0,259,37,"Action,Adventure,Casual,Indie"
"Aug 26, 2020",0 - 20000,0,0,0,8,1,Simulation
"Aug 25, 2015",500000 - 1000000,29,64,0,7645,960,"Action,Indie,Strategy"
"May 26, 2021",0 - 20000,0,0,0,23,19,"Casual,Simulation"
"Aug 28, 2020",0 - 20000,0,0,0,0,1,"Casual,Indie"
"Dec 16, 2016",100000 - 200000,1,0,0,179,165,"Action,Free to Play"
"Sep 5, 2021",0 - 20000,0,0,0,3,2,"Indie,Strategy"
"Jan 27, 2021",0 - 20000,0,0,0,5,0,"Audio Production,Education,Software Training,Utilities,Video Production,Web Publishing"
"Aug 1, 2018",0 - 20000,0,0,0,0,0,"Action,Indie,Early Access"
"Dec 19, 2019",0 - 20000,0,0,0,2,4,"Adventure,Free to Play,Indie"
"Oct 5, 2021",0 - 20000,0,0,0,0,0,"Casual,Indie,Racing,Simulation,Strategy"
"May 23, 2018",0 - 20000,0,0,0,16,12,"Casual,Indie,Racing"
"May 15, 2021",0 - 20000,0,0,0,0,0,"Adventure,Casual,Indie"
"Apr 2, 2020",0 - 20000,0,0,0,4,6,"Action,Adventure,Indie"
"Sep 18, 2020",0 - 20000,11,0,0,0,0,"Action,Adventure,RPG"
"Jun 12, 2014",50000 - 100000,4,0,0,115,5,Adventure
"May 31, 2017",200000 - 500000,4,0,0,7222,252,"Action,Casual,Indie"
"Jul 7, 2021",500000 - 1000000,23,0,0,4913,833,"Action,Adventure,RPG"
"Aug 1, 2021",0 - 20000,0,0,0,1,0,Simulation
"Sep 13, 2018",0 - 20000,0,0,0,1,0,Indie
"Mar 7, 2016",2000000 - 5000000,560,0,0,59837,26719,"Action,Adventure,RPG"
"Nov 20, 2020",20000 - 50000,15,0,0,550,108,"Adventure,Indie,RPG"
"Jun 29, 2022",0 - 20000,0,0,0,1,1,"Action,Indie"
"May 8, 2020",0 - 20000,0,0,0,46,6,"Action,Casual,Indie,Sports"
"Apr 20, 2021",20000 - 50000,0,0,0,44,3,"Action,Adventure,Indie"
"Dec 5, 2018",0 - 20000,0,0,0,1,1,"Action,Casual,Indie"
"Sep 25, 2014",20000 - 50000,0,0,0,56,20,"Indie,RPG"
"Sep 26, 2018",0 - 20000,1,0,0,19,2,"Indie,RPG"
"Sep 11, 2018",20000 - 50000,2,0,0,147,164,Racing
"Jul 19, 2019",0 - 20000,0,0,0,2,0,"Action,Casual,Indie"
"Apr 29, 2022",0 - 20000,0,0,0,0,0,"Action,Indie"
"Feb 21, 2022",50000 - 100000,1,0,0,21,0,Casual
"Apr 4, 2021",20000 - 50000,0,0,0,95,41,"Action,Free to Play,Indie,Massively Multiplayer"
"May 30, 2011",200000 - 500000,4,61,0,774,278,"Action,Adventure"
"Nov 3, 2020",0 - 20000,0,0,0,41,0,"Adventure,Indie"
"Oct 24, 2019",500000 - 1000000,158,0,0,12333,1748,"Action,Adventure,Indie"
"Aug 10, 2017",0 - 20000,0,0,0,6,11,"Adventure,Casual,Indie,Massively Multiplayer,Strategy,Early Access"
"Jun 12, 2018",0 - 20000,0,0,0,5,8,"Casual,Indie,Simulation,Strategy"
"Feb 24, 2020",0 - 20000,0,0,0,7,3,"Action,Adventure,Casual,Indie"
"Apr 28, 2022",50000 - 100000,6,0,0,1517,300,"Action,Adventure,Casual,Massively Multiplayer,Racing,RPG,Sports,Strategy,Early Access"
"Dec 25, 2021",0 - 20000,0,0,0,2,1,"Action,Indie"
"Jul 26, 2022",0 - 0,0,0,0,0,0,"Casual,Indie,RPG,Early Access"
"Feb 19, 2020",50000 - 100000,18,0,0,3048,1247,"Adventure,Casual,Indie"
"Mar 25, 2015",0 - 20000,0,0,0,45,7,"Racing,Simulation"
"Mar 17, 2022",0 - 0,0,0,0,0,0,
