Release date,Estimated owners,Peak CCU,Metacritic score,User score,Positive,Negative,Genres
"Jan 24, 2017",0 - 20000,0,0,0,22,1,"Adventure,Casual"
"Feb 17, 2022",0 - 20000,1,0,0,2,0,"Action,Simulation,Early Access"
"Oct 17, 2019",20000 - 50000,33,0,0,619,362,"Action,Adventure,Casual,Free to Play,Massively Multiplayer,Simulation,Sports,Strategy"
"Dec 17, 2020",0 - 20000,0,0,0,38,11,"Adventure,Casual,Indie"
"Dec 3, 2020",20000 - 50000,0,0,0,8,3,"Action,Adventure,Casual,Indie"
"Mar 31, 2020",0 - 20000,14,0,0,198,7,"Casual,Indie,Strategy"
"Sep 7, 2020",0 - 20000,0,0,0,1,1,"Casual,Indie"
"May 30, 2019",0 - 20000,0,0,0,3,1,"Adventure,Indie,RPG"
"Jan 27, 2022",0 - 20000,0,0,0,5,0,"Design & Illustration,Game Development"
"May 9, 2019",0 - 20000,0,0,0,8,1,"Action,Indie"
"Nov 3, 2016",200000 - 500000,0,0,0,109,105,"Casual,Indie,Simulation"
"Feb 25, 2022",0 - 20000,0,0,0,0,0,"Adventure,Casual,Simulation"
"Jul 22, 2015",0 - 20000,0,0,0,4,3,"Adventure,Casual"
"Feb 8, 2022",0 - 0,0,0,0,0,0,
"Oct 19, 2021",0 - 20000,0,0,0,17,13,"Simulation,Strategy,Early Access"
"Aug 31, 2017",0 - 20000,0,0,0,14,11,"Action,Indie,Massively Multiplayer,Early Access"
"Oct 20, 2020",0 - 20000,2,0,0,456,54,"Casual,Indie,Racing"
"Jan 15, 2021",0 - 20000,0,0,0,16,1,"Action,Adventure,Casual,Indie,Simulation,Strategy,Early Access"
"Jan 1, 2019",0 - 20000,0,0,0,6,0,Indie
"Sep 16, 2019",20000 - 50000,0,0,0,45,4,"Action,Adventure,Indie"
"May 19, 2020",0 - 20000,0,0,0,23,12,Casual
"Dec 3, 2021",20000 - 50000,1,0,0,16,0,Indie
"Feb 14, 2018",20000 - 50000,0,0,0,11,4,"Action,Indie,Simulation"
"May 23, 2019",0 - 20000,1,0,0,18,2,"Adventure,Indie,RPG"
"Feb 7, 2020",0 - 20000,0,0,0,3,1,"Adventure,Casual"
"Nov 6, 2009",20000 - 50000,0,0,0,15,48,"Action,Strategy,Indie"
"Jun 29, 2020",0 - 20000,0,0,0,5,0,"Casual,Indie"
"Mar 29, 2022",0 - 0,0,0,0,0,0,"Casual,Free to Play"
"Dec 13, 2016",0 - 20000,0,0,0,36,32,"Casual,Indie"
"Jul 16, 2014",500000 - 1000000,21,0,0,3624,616,"Action,Casual,Free to Play,Indie,Massively Multiplayer,Racing,Strategy,Early Access"
"Dec 21, 2015",0 - 20000,0,0,0,19,8,"Action,Casual,Indie"
"Jul 24, 2019",0 - 20000,0,0,0,28,2,"Adventure,RPG"
"Oct 4, 2017",0 - 20000,0,0,0,4,0,"Casual,Early Access"
"Mar 24, 2022",0 - 20000,4,0,0,154,23,Strategy
"Jun 11, 2021",20000 - 50000,0,0,0,109,8,"Action,Indie,Simulation,Early Access"
"Oct 4, 2018",50000 - 100000,1,0,0,40,62,"Action,Adventure,Indie"
"Sep 17, 2018",0 - 20000,0,0,0,103,10,"Indie,Racing,Early Access"
"Nov 16, 2018",0 - 20000,0,0,0,5,1,Strategy
"Feb 16, 2021",200000 - 500000,151,0,0,3561,414,"Action,Simulation"
"Dec 1, 2017",20000 - 50000,1,0,0,38,4,Indie
"Apr 1, 2022",0 - 20000,1,0,0,0,0,"Adventure,Casual,Indie"
"Jun 23, 2020",0 - 20000,0,0,0,3,0,"Casual,Indie,Simulation,Strategy"
"Aug 8, 2018",0 - 20000,0,0,0,18,31,Indie
"Feb 8, 2022",0 - 20000,1,0,0,11,1,"Adventure,Indie,Racing"
"Nov 18, 2021",0 - 0,0,0,0,0,0,"Massively Multiplayer,RPG"
"Aug 6, 2007",20000 - 50000,1,57,0,40,104,Strategy
"Oct 18, 2018",0 - 20000,5,0,0,186,12,"Casual,Indie,Strategy"
"Jun 18, 2021",0 - 20000,0,0,0,12,6,"Casual,Indie"
"Dec 5, 2017",0 - 20000,3,0,0,117,20,"Action,Indie"
"Sep 9, 2021",0 - 20000,0,0,0,96,35,"Action,Free to Play,Indie,Strategy,Early Access"
"Feb 8, 2018",0 - 20000,1,0,0,245,134,"Action,Adventure,Indie,Racing"
"Jun 19, 2018",0 - 20000,0,0,0,15,4,"Adventure,Indie,RPG"
"Oct 14, 2016",0 - 20000,0,0,0,78,28,"Indie,RPG,Strategy"
"Mar 22, 2019",0 - 20000,0,0,0,3,1,"Action,Casual,Indie"
"Jul 19, 2020",0 - 20000,0,0,0,0,0,"Adventure,Casual,Indie"
"Oct 28, 2020",50000 - 100000,0,0,0,77,32,"Free to Play,Indie,Massively Multiplayer,Sports"
"Jan 20, 2021",0 - 20000,1,0,0,3,3,Indie
"Mar 25, 2017",20000 - 50000,4,0,0,77,20,"Casual,Indie,Strategy"
"Oct 20, 2019",0 - 20000,0,0,0,5,10,"Adventure,RPG"
"Feb 25, 2014",20000 - 50000,0,0,0,203,106,"Action,Adventure"
"Oct 6, 2010",50000 - 100000,0,0,0,34,26,"Action,Indie"
"Apr 3, 2018",0 - 20000,0,0,0,2,10,"Adventure,Casual,Indie"
"Aug 12, 2021",0 - 20000,0,0,0,0,2,"Action,Indie,RPG"
"Jan 31, 2017",20000 - 50000,0,0,0,11,2,"Action,Indie,Strategy"
"Jul 3, 2018",0 - 20000,0,0,0,8,13,"Casual,Indie"
"Mar 23, 2021",0 - 20000,0,0,0,0,2,Strategy
"Jan 22, 2020",0 - 20000,0,0,0,2,0,"Action,Casual,Indie"
"Mar 29, 2017",0 - 20000,0,0,0,4,8,"Adventure,Indie,Simulation"
"Oct 16, 2015",50000 - 100000,0,0,0,128,190,"Action,Indie"
"Apr 26, 2018",0 - 20000,0,0,0,1,2,"Adventure,Casual,Indie"
"Jan 16, 2020",0 - 20000,0,0,0,0,1,"Action,Casual,Indie,RPG"
"Sep 1, 2021",50000 - 100000,16,0,0,697,195,"Action,Adventure,RPG"
"Feb 15, 2019",0 - 20000,0,0,0,20,3,"Adventure,Casual,Indie"
"Mar 26, 2021",0 - 20000,0,0,0,12,0,"Action,Indie"
"Oct 6, 2021",0 - 20000,0,0,0,2,1,"Casual,Indie,Strategy"
"Sep 2, 2015",100000 - 200000,0,0,0,330,90,"Adventure,Casual,Indie"
"Nov 15, 2021",0 - 0,0,0,0,0,0,"Action,Casual,Indie"
"Apr 3, 2021",0 - 20000,0,0,0,0,0,"Casual,Indie"
"Sep 13, 2019",0 - 20000,0,0,0,53,8,"Adventure,Casual,Indie,RPG"
"May 31, 2021",0 - 20000,0,0,0,35,0,"Action,Adventure,Indie"
"Mar 2, 2021",0 - 20000,1,0,0,8,2,Action
"Apr 6, 2022",0 - 20000,0,0,0,0,3,"Action,Adventure"
"Apr 5, 2013",200000 - 500000,2,79,0,1620,229,"Action,Adventure,Indie,RPG,Strategy"
"Oct 4, 2021",0 - 20000,0,0,0,0,0,"Action,Indie,RPG"
"Feb 10, 2022",0 - 0,0,0,0,0,0,"Free to Play,Massively Multiplayer"
"May 19, 2022",20000 - 50000,48,0,0,670,210,"Action,Adventure,Indie,Massively Multiplayer"
"Jun 22, 2020",0 - 20000,8,0,0,208,22,"Adventure,Casual,Racing,RPG,Sports"
"Nov 21, 2017",0 - 20000,0,0,0,23,14,"Casual,Indie,Simulation"
"Sep 6, 2021",0 - 20000,0,0,0,0,0,"Casual,Indie,Simulation,Strategy,Early Access"
"Aug 27, 2019",0 - 20000,0,0,0,15,5,"Action,Adventure,Indie"
"Jun 1, 2018",100000 - 200000,21,0,0,1258,212,"Adventure,Casual,Indie"
"Oct 28, 2021",20000 - 50000,0,0,0,5,1,"Action,Indie"
"Dec 29, 2017",0 - 20000,0,0,0,1,5,"Casual,Indie,Simulation,Sports"
"Feb 8, 2018",0 - 20000,0,0,0,0,0,"Casual,Indie"
"Mar 8, 2019",0 - 20000,0,0,0,8,5,"Casual,Indie,Simulation,Sports,Strategy"
"Jul 31, 2019",0 - 20000,0,0,0,3,2,"Adventure,Casual,Indie,Simulation"
"Jan 8, 2018",0 - 20000,0,0,0,21,19,"Action,Adventure,Indie"
"Jan 7, 2021",0 - 20000,0,0,0,4,1,"Action,Adventure,Casual,Indie"
"Oct 12, 2015",0 - 20000,0,0,0,135,57,"Adventure,Indie"
"Jan 31, 2018",0 - 20000,0,0,0,6,0,"Action,Casual,Indie"
"Jul 23, 2021",0 - 0,0,0,0,0,0,"Adventure,Free to Play,Indie,RPG"
"Oct 2, 2018",0 - 20000,2,0,0,60,40,"Adventure,Massively Multiplayer,RPG"
"Dec 3, 2020",20000 - 50000,13,79,0,384,17,"Adventure,Indie"
"Jul 21, 2020",0 - 20000,0,0,0,1,0,"Action,Adventure,Casual,Indie,RPG"
"Oct 16, 2014",20000 - 50000,13,0,0,232,109,"Adventure,Casual,Indie"
"Aug 6, 2020",0 - 20000,0,0,0,3,2,"Adventure,Casual,Indie,RPG"
"Jul 13, 2020",0 - 20000,0,0,0,2,0,Simulation
"Sep 15, 2018",0 - 20000,0,0,0,7,1,"Adventure,Indie,Strategy"
"Dec 7, 2021",0 - 20000,0,0,0,1,1,"Action,Adventure,Indie"
"Feb 24, 2022",0 - 20000,2,0,0,13,1,"Adventure,Indie"
"Jun 17, 2019",0 - 20000,0,0,0,1,18,Indie
"Mar 30, 2019",0 - 20000,0,0,0,1,0,"Action,Adventure,Strategy"
"Oct 24, 2012",50000 - 100000,8,0,0,224,37,"Strategy,Casual"
"Nov 15, 2018",0 - 20000,0,0,0,1,3,"Indie,Sports"
"May 12, 2022",0 - 20000,3,0,0,223,95,"Action,Indie,RPG,Early Access"
"Dec 17, 2020",200000 - 500000,121,0,0,3041,94,"Action,Casual,Indie,Simulation"
"Mar 30, 2022",20000 - 50000,0,0,0,5,0,"Action,Adventure,Casual,Indie"
"Aug 6, 2015",20000 - 50000,0,0,0,68,47,"Indie,Strategy"
"Jun 21, 2018",0 - 20000,0,0,0,11,0,"Action,Adventure,Indie,RPG"
"May 6, 2021",0 - 20000,0,0,0,12,0,"Action,Indie,Simulation"
"Apr 10, 2018",0 - 20000,3,0,0,62,84,"RPG,Strategy"
"Aug 30, 2017",0 - 20000,1,0,0,29,11,Sports
"Mar 1, 2016",0 - 20000,0,0,0,67,22,Adventure
"Feb 14, 2018",0 - 20000,0,0,0,4,2,"Action,Indie"
"Mar 30, 2020",10000000 - 20000000,17196,0,0,167602,23552,"Action,RPG,Simulation,Strategy,Early Access"
"Jun 19, 2022",0 - 0,0,0,0,0,0,"Action,Casual,Free to Play,Indie,Early Access"
"May 2, 2022",20000 - 50000,10,0,0,96,8,"Casual,Indie,RPG,Simulation,Early Access"
"Dec 11, 2019",500000 - 1000000,4154,76,0,15326,2017,"Simulation,Strategy"
"Jun 6, 2018",20000 - 50000,2,0,0,158,7,"Adventure,Free to Play,Indie,RPG"
"Mar 17, 2017",0 - 20000,0,0,0,1,4,"Action,Adventure,Casual,Indie"
"Nov 17, 2016",20000 - 50000,0,0,0,43,13,"Casual,Indie,Simulation"
"Mar 30, 2021",20000 - 50000,0,0,0,19,0,"Action,Indie"
"Mar 28, 2016",0 - 20000,0,0,0,11,1,"Adventure,Casual"
"Feb 25, 2016",50000 - 100000,3,0,0,991,366,RPG
"Apr 13, 2021",0 - 0,0,0,0,0,0,"Casual,Indie"
"Sep 1, 2019",0 - 20000,0,0,0,10,0,"Action,Casual,Indie"
"May 1, 2017",0 - 20000,0,46,0,10,28,"Action,Casual,Simulation"
"Mar 25, 2016",0 - 20000,0,0,0,3,7,"Action,Indie"
"Jan 10, 2020",20000 - 50000,1,0,0,87,26,"Action,Adventure,Free to Play"
"Jan 26, 2022",0 - 20000,0,0,0,2,1,RPG
"Jul 20, 2017",500000 - 1000000,37,72,0,4788,446,"Casual,Indie,Simulation"
"Mar 12, 2018",0 - 20000,0,0,0,36,46,"Violent,Gore,Action,Adventure,Indie"
"Aug 10, 2021",100000 - 200000,92,0,0,1296,397,"Simulation,Strategy"
"Nov 30, 2020",50000 - 100000,0,0,0,24,4,"Action,Adventure,Casual,Indie"
"Jul 3, 2020",0 - 20000,0,0,0,1,7,"Simulation,Sports"
"Mar 24, 2019",0 - 20000,0,0,0,5,1,Action
"Apr 7, 2016",20000 - 50000,2,0,0,107,22,"Indie,Strategy"
"Mar 26, 2020",0 - 20000,0,0,0,8,8,"Adventure,RPG"
"Mar 22, 2016",20000 - 50000,0,0,0,49,27,"Action,Adventure,Casual,Indie"
"May 16, 2022",0 - 0,0,0,0,0,0,
"Oct 21, 2016",0 - 20000,0,0,0,1,7,Indie
"Mar 14, 2022",0 - 20000,4,0,0,9,2,"Adventure,Indie"
"Sep 26, 2019",0 - 20000,0,0,0,4,2,"Action,Casual,Indie,Early Access"
"Dec 13, 2019",0 - 20000,1,0,0,7,11,"Adventure,Casual,Simulation,Strategy"
"Dec 4, 2015",20000 - 50000,0,0,0,155,31,"Action,Adventure,Indie"
"Jan 17, 2018",0 - 20000,0,0,0,10,6,"Simulation,Sports,Early Access"
"Sep 27, 2021",0 - 20000,0,0,0,59,1,"Indie,Strategy,Early Access"
"Apr 20, 2018",20000 - 50000,0,0,0,113,46,"Adventure,Indie"
"Jul 22, 2022",0 - 20000,1,0,0,3,0,"Casual,Indie,RPG,Simulation"
"Mar 24, 2022",0 - 20000,0,0,0,1,0,"Action,Indie,Early Access"
"Mar 19, 2022",0 - 20000,0,0,0,0,0,"Casual,Indie"
"Feb 21, 2019",0 - 20000,0,0,0,11,1,"Action,Indie"
"Apr 29, 2021",0 - 20000,0,0,0,0,2,Indie
"Jan 31, 2019",0 - 20000,0,0,0,16,8,"Adventure,Indie,RPG"
"Jun 16, 2018",0 - 20000,0,0,0,2,18,Casual
"Nov 27, 2020",0 - 20000,0,0,0,2,2,"Indie,Massively Multiplayer,Strategy"
"Mar 15, 2021",0 - 20000,0,0,0,0,0,RPG
"Mar 21, 2019",0 - 20000,0,0,0,0,0,"Casual,Indie,Strategy"
"Sep 9, 2019",50000 - 100000,0,0,0,119,15,"Adventure,Casual,Simulation"
"Aug 27, 2020",0 - 20000,0,0,0,0,0,Action
"Feb 25, 2022",0 - 0,0,0,0,0,0,"Action,Adventure,Indie"
"Jul 13, 2020",0 - 20000,0,0,0,32,1,"Casual,Indie,Simulation"
"May 19, 2022",0 - 20000,1,0,0,250,2,"Casual,Indie,Strategy"
"May 11, 2022",0 - 20000,0,0,0,0,0,Casual
"Oct 16, 2021",0 - 20000,0,0,0,2,5,"Action,Casual,Indie"
"Sep 23, 2021",0 - 20000,0,0,0,39,17,"Adventure,Casual,Indie"
"Sep 5, 2019",0 - 20000,0,0,0,3,0,"Action,Indie,Simulation"
"Nov 8, 2016",0 - 20000,0,0,0,25,2,"Action,Casual,Indie"
"Sep 30, 2017",1000000 - 2000000,13945,0,0,41198,1427,"Audio Production,Utilities"
"Jun 24, 2021",50000 - 100000,0,0,0,3,0,Casual
"Aug 13, 2021",0 - 20000,1,0,0,13,5,"Action,Indie,Simulation,Strategy"
"May 27, 2022",0 - 20000,4,0,0,218,30,"Adventure,Indie"
"Dec 21, 2015",50000 - 100000,0,0,0,148,45,"Action,Indie"
"Aug 6, 2021",100000 - 200000,0,0,0,6,3,Action
"Oct 7, 2021",0 - 20000,0,0,0,4,0,"Adventure,Casual,Indie,RPG"
"Mar 29, 2019",0 - 20000,0,0,0,1,0,"Indie,Strategy"
"Oct 14, 2020",0 - 20000,0,0,0,0,0,"Indie,RPG,Strategy"
"Aug 27, 2015",500000 - 1000000,106,0,0,6676,1642,Action
"Oct 10, 2020",20000 - 50000,1,0,0,144,171,"Action,Adventure,Indie,RPG,Strategy,Early Access"
"Jun 16, 2022",0 - 20000,0,0,0,10,0,"Action,Adventure,Casual,Indie,Early Access"
"May 24, 2018",0 - 20000,0,0,0,18,3,"Adventure,Indie"
"Nov 5, 2018",0 - 20000,0,0,0,6,1,Casual
"Mar 28, 2022",0 - 20000,0,0,0,13,4,Indie
"Feb 4, 2021",50000 - 100000,0,0,0,390,51,"Adventure,Simulation"
"Feb 8, 2020",0 - 20000,0,0,0,4,7,"Adventure,Indie,Strategy"
"Dec 11, 2018",0 - 20000,0,0,0,20,5,Action
"May 20, 2022",0 - 0,0,0,0,0,0,
"May 12, 2015",0 - 20000,0,0,0,5,1,"Adventure,Indie,Racing"
"Oct 31, 2014",50000 - 100000,0,0,0,125,126,"Action,Indie,RPG"
"Sep 28, 2017",50000 - 100000,0,69,0,161,125,"Action,Adventure,Indie,RPG"
"Apr 14, 2022",0 - 20000,0,0,0,4,2,"Adventure,Casual,Indie,Massively Multiplayer,RPG,Strategy"
"Jun 25, 2022",0 - 20000,0,0,0,1,0,"Adventure,Casual,Indie,Simulation,Sports"
"Oct 24, 2019",0 - 20000,0,0,0,1,0,"Action,Indie,Early Access"
"Dec 20, 2021",0 - 0,0,0,0,0,0,"Free to Play,Indie,Simulation,Strategy"
"Apr 8, 2020",0 - 20000,0,0,0,126,36,"Action,Indie,RPG"
"May 3, 2021",0 - 20000,0,0,0,2,6,"Action,Adventure"
"Jul 30, 2020",0 - 20000,0,0,0,0,0,"Action,RPG"
"Jan 31, 2021",0 - 20000,0,0,0,60,54,Simulation
"Sep 13, 2017",20000 - 50000,0,0,0,14,2,"Action,Indie"
"Dec 21, 2015",100000 - 200000,0,64,0,772,75,Indie
"Nov 17, 2017",20000 - 50000,4,0,0,218,19,Action
"May 13, 2016",200000 - 500000,5,0,0,783,148,"Action,Adventure,Indie,RPG"
"Apr 22, 2016",50000 - 100000,5,0,0,77,33,Casual
"Mar 28, 2018",0 - 20000,0,0,0,1,1,"Action,Casual,Indie,Early Access"
"Aug 6, 2018",0 - 20000,0,0,0,1,1,Action
"Mar 9, 2022",0 - 0,0,0,0,0,0,"Action,Casual,Free to Play,Indie,Racing"
"Mar 18, 2021",0 - 20000,0,0,0,8,2,"Action,Indie"
"Oct 22, 2016",0 - 20000,0,0,0,20,12,Simulation
"Jan 1, 2021",0 - 20000,0,0,0,2,1,"Casual,Indie"
"Oct 5, 2021",0 - 0,0,0,0,0,0,"Free to Play,Indie,Massively Multiplayer,RPG,Early Access"
"Jun 18, 2021",0 - 20000,0,0,0,0,1,"Action,Adventure,Indie"
"Dec 9, 2016",50000 - 100000,12,0,0,2151,98,Adventure
"Nov 14, 2018",0 - 20000,0,0,0,3,0,Indie
"Jun 22, 2022",0 - 0,0,0,0,0,0,"Action,Casual,Indie,Massively Multiplayer,Early Access"
"Dec 17, 2021",0 - 0,0,0,0,0,0,
"Sep 15, 2019",0 - 20000,0,0,0,1,4,"Casual,Indie"
"Feb 2, 2007",200000 - 500000,24,72,0,3552,290,Racing
"Oct 20, 2021",0 - 20000,0,0,0,2,1,"Adventure,Casual"
"Nov 5, 2013",0 - 20000,0,0,0,23,42,"Casual,Indie"
"Feb 8, 2021",0 - 20000,0,0,0,0,0,Adventure
"Feb 23, 2021",0 - 20000,0,0,0,4,0,"Casual,Indie"
"Dec 20, 2017",0 - 20000,0,0,0,31,6,"Action,Racing,Early Access"
"Mar 8, 2016",0 - 20000,0,0,0,40,50,RPG
"Dec 2, 2014",50000 - 100000,9,0,0,90,57,"Casual,Strategy"
"Jun 1, 2022",0 - 20000,0,0,0,1,0,"Action,Early Access"
"Oct 21, 2021",0 - 20000,1,0,0,20,1,Indie
"Feb 27, 2009",20000 - 50000,0,73,0,127,28,"Action,Adventure,Strategy"
"Jun 8, 2018",0 - 20000,0,0,0,12,7,"Action,Casual,Indie,Early Access"
"Mar 15, 2022",20000 - 50000,0,0,0,2,1,"Action,Adventure,Indie,RPG,Early Access"
"Dec 22, 2020",20000 - 50000,1,0,0,496,190,"Action,Adventure,Indie,Massively Multiplayer,Simulation"
"Mar 29, 2022",0 - 20000,0,0,0,1,0,"Action,Adventure,Indie"
"Sep 12, 2019",0 - 20000,1,0,0,18,4,"Indie,RPG,Strategy"
"Aug 30, 2016",100000 - 200000,5,79,0,1674,105,"Adventure,Indie"
"Oct 23, 2020",0 - 20000,0,0,0,68,23,"Action,Adventure,Indie"
"Sep 3, 2015",50000 - 100000,1,0,0,50,9,Adventure
"May 15, 2017",50000 - 100000,1,0,0,264,254,"Action,Indie"
"Feb 11, 2022",0 - 20000,1,0,0,0,1,"Adventure,Casual"
"Jun 1, 2022",0 - 20000,0,0,0,1,1,"Adventure,Indie"
"Jul 15, 2022",0 - 20000,0,0,0,0,0,"Indie,RPG"
"Jul 13, 2016",100000 - 200000,4,0,0,4350,130,"Casual,Indie"
"Nov 7, 2016",0 - 20000,0,0,0,70,18,"Adventure,Indie"
"May 31, 2017",0 - 20000,40,0,0,18,7,"Action,Adventure,Indie"
"Nov 3, 2015",20000 - 50000,0,0,0,162,37,"Action,Indie"
"Jun 30, 2021",0 - 0,0,0,0,0,0,
"May 12, 2021",0 - 20000,1,0,0,0,0,Casual
"Jun 16, 2016",50000 - 100000,1,0,0,303,70,"Adventure,Indie"
"Apr 19, 2020",0 - 20000,0,0,0,13,2,"Casual,Indie"
"Oct 21, 2017",0 - 20000,0,0,0,10,13,"Casual,Indie"
"Apr 25, 2022",0 - 0,0,0,0,0,0,"Action,Casual,Free to Play,Indie,Early Access"
"Jun 14, 2018",0 - 20000,0,0,0,10,5,"Action,Indie"
"Feb 13, 2021",0 - 20000,0,0,0,16,1,"Adventure,Indie"
"Sep 1, 2020",0 - 20000,0,0,0,1,0,"Adventure,Casual,Indie"
"Oct 14, 2021",1000000 - 2000000,3505,83,0,10236,902,"Action,Adventure,Indie,RPG,Simulation,Strategy"
"May 28, 2021",0 - 20000,0,0,0,2,2,"Adventure,Casual,Indie,Racing,RPG,Simulation"
"Oct 2, 2020",0 - 20000,1,0,0,24,13,"Action,Adventure,RPG"
"Sep 26, 2018",0 - 20000,0,0,0,18,6,"Action,Casual,Indie,Massively Multiplayer,Simulation,Early Access"
"Apr 28, 2022",0 - 20000,4,0,0,97,55,"Indie,Simulation,Strategy"
"Nov 14, 2018",0 - 20000,0,0,0,1,1,"Casual,Indie,Sports,Early Access"
"Sep 30, 2019",0 - 20000,1,0,0,0,0,"Action,Adventure,Indie,RPG"
"Oct 2, 2019",0 - 20000,0,0,0,10,0,"Action,Indie"
"Aug 18, 2016",50000 - 100000,1,0,0,816,622,"Action,RPG,Strategy"
"Mar 22, 2019",50000 - 100000,66,0,0,998,83,"Indie,Simulation,Sports,Strategy"
"Dec 6, 2021",0 - 20000,0,0,0,2,1,"Simulation,Sports,Strategy"
"Sep 20, 2018",0 - 20000,0,0,0,0,0,Casual
"Feb 28, 2018",0 - 20000,0,0,0,48,7,"Action,Indie"
"Jul 1, 2022",0 - 20000,0,0,0,0,0,"Adventure,Indie,Sports"
"May 9, 2019",200000 - 500000,450,82,0,9759,457,"Action,Adventure,RPG"
"May 28, 2022",0 - 20000,0,0,0,10,0,"Adventure,Casual,Indie"
"Nov 1, 2021",0 - 20000,0,0,0,2,0,Indie
"Dec 3, 2018",0 - 20000,0,0,0,7,5,Casual
"Apr 26, 2022",0 - 0,0,0,0,0,0,"Casual,Indie,Simulation"
"Mar 21, 2017",0 - 20000,0,0,0,12,9,"Adventure,Casual,Indie,Simulation,Strategy"
"May 19, 2019",0 - 20000,0,0,0,0,0,"Adventure,Casual,Indie,RPG,Simulation,Strategy"
"Aug 18, 2020",0 - 20000,1,0,0,0,0,"RPG,Strategy,Early Access"
"Sep 21, 2020",0 - 20000,0,0,0,4,7,"Action,Adventure,Casual,Indie"
"Jun 19, 2016",0 - 20000,0,0,0,14,3,"Action,Indie"
"Dec 18, 2017",100000 - 200000,88,0,0,1843,86,"Casual,Indie,Strategy"
"Aug 3, 2021",0 - 20000,0,0,0,1,2,"Casual,Indie"
"Oct 26, 2020",0 - 20000,0,0,0,16,7,"Action,Adventure,Casual,Indie,Massively Multiplayer,RPG"
"Mar 23, 2020",0 - 20000,0,0,0,17,0,"Adventure,Indie"
"Nov 16, 2020",0 - 20000,0,0,0,1,1,"Adventure,Indie,Simulation"
"Jul 21, 2020",0 - 20000,0,0,0,0,0,"Action,Early Access"
"Sep 10, 2018",0 - 20000,0,0,0,37,6,"Action,Adventure,Casual,Indie,Simulation,Strategy"
"May 19, 2022",0 - 20000,0,0,0,27,2,"Indie,Simulation,Strategy"
"Apr 7, 2019",0 - 20000,0,0,0,6,14,"Action,Adventure,Casual,Indie,Simulation,Sports"
"Jul 11, 2020",0 - 20000,0,0,0,2,2,Casual
"May 26, 2021",0 - 20000,0,0,0,0,0,"Action,Casual,Indie"
"Jul 1, 2014",0 - 20000,0,0,0,34,59,"Action,Adventure,Indie"
"Sep 30, 2014",20000 - 50000,0,0,0,25,14,Casual
"Jun 6, 2022",0 - 0,0,0,0,0,0,"Action,Free to Play"
"Jun 3, 2016",20000 - 50000,2,0,0,554,152,"Action,Adventure,Indie,RPG"
"Jul 10, 2020",0 - 20000,0,0,0,1,0,"Action,Adventure,Casual,Indie"
"Jun 13, 2018",500000 - 1000000,203,67,0,8436,2045,Simulation
"Nov 20, 2019",0 - 20000,0,0,0,5,3,"Action,Adventure,Casual,Indie"
"Aug 15, 2016",0 - 20000,0,0,0,15,6,Early Access
"Jul 22, 2019",100000 - 200000,63,0,0,3099,227,"Action,Adventure,Indie,RPG"
"Jan 27, 2020",0 - 20000,1,0,0,0,0,"Casual,Indie"
"Oct 17, 2020",0 - 20000,29,0,0,215,0,"Casual,Indie,RPG,Simulation,Early Access"
"Sep 3, 2020",0 - 20000,0,0,0,3,5,"Action,Simulation"
"Mar 9, 2020",0 - 20000,0,0,0,1,3,"Simulation,Strategy"
"Apr 8, 2021",0 - 20000,0,0,0,19,6,"Action,Adventure,Indie,Early Access"
"May 1, 2020",0 - 20000,0,0,0,4,6,"Casual,Free to Play,Indie"
"Mar 11, 2020",0 - 20000,0,0,0,5,2,Adventure
"Jun 6, 2022",0 - 20000,0,0,0,7,0,"Adventure,Casual"
"Mar 17, 2022",0 - 20000,0,0,0,1,2,Casual
"Oct 11, 2018",50000 - 100000,4,0,0,498,131,"Adventure,Indie,RPG"
"May 28, 2019",20000 - 50000,0,0,0,0,1,"Adventure,Indie,RPG"
"Aug 25, 2016",100000 - 200000,2,0,0,594,64,"Casual,Free to Play,Indie"
"May 14, 2021",0 - 20000,0,0,0,1,4,"Action,Adventure"
"Dec 15, 2020",0 - 20000,4,0,0,108,15,"Adventure,RPG"
"May 13, 2020",0 - 20000,0,0,0,16,3,Indie
"Aug 16, 2018",20000 - 50000,0,0,0,2,0,"Casual,Indie,Strategy"
"Jul 26, 2016",100000 - 200000,8,0,0,198,118,Indie
"Feb 22, 2019",0 - 20000,0,0,0,33,4,"Action,Indie"
"Mar 31, 2021",0 - 20000,1,0,0,112,7,"Adventure,Casual,Indie"
"May 19, 2020",20000 - 50000,1,0,0,181,16,"Action,Free to Play,Indie"
"Mar 29, 2022",0 - 20000,0,0,0,8,0,"Action,RPG"
"Feb 8, 2021",20000 - 50000,0,0,0,181,45,"Action,Casual,Free to Play,Indie,Racing,Simulation,Sports,Early Access"
"May 6, 2020",0 - 20000,0,0,0,14,0,"Adventure,Casual,Strategy"
"Nov 2, 2017",0 - 20000,0,0,0,1,3,"Adventure,Casual,Indie,Simulation"
"Aug 12, 2018",0 - 20000,0,0,0,0,0,Indie
"Aug 6, 2021",0 - 20000,0,0,0,0,0,"Action,Adventure,Indie"
"Apr 15, 2022",0 - 0,0,0,0,0,0,Simulation
"Aug 7, 2018",20000 - 50000,0,0,0,34,42,"Action,Casual,Indie"
"Apr 28, 2021",0 - 20000,0,0,0,0,0,"Adventure,Indie"
"Oct 26, 2019",0 - 20000,0,0,0,47,22,"Adventure,Indie"
